window_s,fast_recovery_5s_V,initial_slope_0_5_V_per_s,log_time_slope_5_30_V_per_log_s,relaxation_area_Vs,label,delta_q_ah,protocol
120,0.011997295943519504,0.0023822724046196697,0.020090330511668027,6.8418234300845455,altered_1C_30min_storage_loss_0.050Ah,0.05,altered_1C_30min
5,0.012064710471277884,0.002395292909755512,,0.032092618748618136,altered_1C_30min_storage_loss_0.075Ah,0.075,altered_1C_30min
10,0.012064710471278328,0.002395292909755512,,0.11557157984816474,altered_1C_30min_storage_loss_0.075Ah,0.075,altered_1C_30min
30,0.012064710471278328,0.002395292909755512,0.020216099427677003,0.7873906026749269,altered_1C_30min_storage_loss_0.075Ah,0.075,altered_1C_30min
60,0.012064710471278328,0.002395292909755512,0.020216099427677003,2.4291607003009696,altered_1C_30min_storage_loss_0.075Ah,0.075,altered_1C_30min
120,0.012064710471278328,0.002395292909755512,0.020216099427677003,6.903930767743561,altered_1C_30min_storage_loss_0.075Ah,0.075,altered_1C_30min
5,0.012138104944024342,0.002409442437338742,,0.0323036696683282,altered_1C_30min_storage_loss_0.100Ah,0.1,altered_1C_30min
10,0.012138104944024786,0.002409442437338742,,0.11626379075031364,altered_1C_30min_storage_loss_0.100Ah,0.1,altered_1C_30min
30,0.012138104944024786,0.002409442437338742,0.020339813972546604,0.7919543408479168,altered_1C_30min_storage_loss_0.100Ah,0.1,altered_1C_30min
60,0.012138104944024786,0.002409442437338742,0.020339813972546604,2.446484079709342,altered_1C_30min_storage_loss_0.100Ah,0.1,altered_1C_30min
120,0.012138104944024786,0.002409442437338742,0.020339813972546604,6.96866629811688,altered_1C_30min_storage_loss_0.100Ah,0.1,altered_1C_30min
5,0.012217344652727391,0.002424624092942833,,0.03253358861414318,altered_1C_30min_storage_loss_0.125Ah,0.125,altered_1C_30min
10,0.012217344652727835,0.002424624092942833,,0.11701162044408492,altered_1C_30min_storage_loss_0.125Ah,0.125,altered_1C_30min
30,0.012217344652727835,0.002424624092942833,0.020463719223568783,0.7967384950003868,altered_1C_30min_storage_loss_0.125Ah,0.125,altered_1C_30min
60,0.012217344652727835,0.002424624092942833,0.020463719223568783,2.4642952313999933,altered_1C_30min_storage_loss_0.125Ah,0.125,altered_1C_30min
120,0.012217344652727835,0.002424624092942833,0.020463719223568783,7.0361995742818655,altered_1C_30min_storage_loss_0.125Ah,0.125,altered_1C_30min
5,0.012304547887097339,0.002441546014361975,,0.032785132018617026,altered_1C_30min_storage_loss_0.150Ah,0.15,altered_1C_30min
10,0.012304547887097783,0.002441546014361975,,0.11782908233533416,altered_1C_30min_storage_loss_0.150Ah,0.15,altered_1C_30min
30,0.012304547887097783,0.002441546014361975,0.0205903033074459,0.8018606269856952,altered_1C_30min_storage_loss_0.150Ah,0.15,altered_1C_30min
60,0.012304547887097783,0.002441546014361975,0.0205903033074459,2.482768468580288,altered_1C_30min_storage_loss_0.150Ah,0.15,altered_1C_30min
120,0.012304547887097783,0.002441546014361975,0.0205903033074459,7.106201744567036,altered_1C_30min_storage_loss_0.150Ah,0.15,altered_1C_30min
5,0.01239938359440762,0.0024597422708792136,,0.03306152444776659,altered_1C_30min_storage_loss_0.175Ah,0.175,altered_1C_30min
10,0.012399383594408064,0.0024597422708792136,,0.11871689868134037,altered_1C_30min_storage_loss_0.175Ah,0.175,altered_1C_30min
30,0.012399383594408064,0.0024597422708792136,0.02071953804650982,0.8072839340786439,altered_1C_30min_storage_loss_0.175Ah,0.175,altered_1C_30min
60,0.012399383594408064,0.0024597422708792136,0.02071953804650982,2.5018239731890453,altered_1C_30min_storage_loss_0.175Ah,0.175,altered_1C_30min
120,0.012399383594408064,0.0024597422708792136,0.02071953804650982,7.178998785486385,altered_1C_30min_storage_loss_0.175Ah,0.175,altered_1C_30min
5,0.012503310781749377,0.0024796600920454887,,0.033365464507980495,altered_1C_30min_storage_loss_0.200Ah,0.2,altered_1C_30min
10,0.012503310781749821,0.0024796600920454887,,0.11968888335225841,altered_1C_30min_storage_loss_0.200Ah,0.2,altered_1C_30min
30,0.012503310781749821,0.0024796600920454887,0.020853230764501563,0.8131127294552853,altered_1C_30min_storage_loss_0.200Ah,0.2,altered_1C_30min
60,0.012503310781749821,0.0024796600920454887,0.020853230764501563,2.5215749049511613,altered_1C_30min_storage_loss_0.200Ah,0.2,altered_1C_30min
120,0.012503310781749821,0.0024796600920454887,0.020853230764501563,7.253943771393453,altered_1C_30min_storage_loss_0.200Ah,0.2,altered_1C_30min
